[rosmaster.main][INFO] 2017-04-16 12:56:58,888: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-04-16 12:56:58,888: Starting ROS Master Node
[rosmaster.master][INFO] 2017-04-16 12:57:00,538: +PUB [/move_group/sense_for_plan/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,544: +PARAM [/move_group/sense_for_plan/max_safe_path_cost] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,546: +PARAM [/move_group/sense_for_plan/max_look_attempts] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,547: +PARAM [/move_group/sense_for_plan/max_cost_sources] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,549: +PARAM [/move_group/sense_for_plan/discard_overlapping_cost_sources] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,551: +PARAM [/move_group/sense_for_plan/max_safe_path_cost] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,553: +PARAM [/move_group/sense_for_plan/max_look_attempts] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,555: +PARAM [/move_group/sense_for_plan/max_cost_sources] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,557: +PARAM [/move_group/sense_for_plan/discard_overlapping_cost_sources] by /move_group
[rosmaster.master][INFO] 2017-04-16 12:57:00,558: +PUB [/move_group/display_cost_sources] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,560: +PUB [/move_group/motion_plan_request] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,586: +PUB [/initialpose] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:57:00,588: +PUB [/goal] /rviz_xw6600_6840_6061290368335357027 http://xw6600:37882/
[rosmaster.master][INFO] 2017-04-16 12:57:00,656: +SERVICE [/apply_planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,658: +SERVICE [/clear_octomap] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,660: +SERVICE [/compute_cartesian_path] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,661: +SERVICE [/execute_kinematic_path] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,665: +PUB [/execute_trajectory/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,666: +PUB [/execute_trajectory/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,667: +PUB [/execute_trajectory/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,676: +SUB [/execute_trajectory/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,683: +SUB [/execute_trajectory/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,684: +SERVICE [/get_planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,685: +SERVICE [/compute_fk] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,687: +SERVICE [/compute_ik] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,690: +PUB [/move_group/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,692: +PUB [/move_group/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,693: +PUB [/move_group/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,703: +SUB [/move_group/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,709: +SUB [/move_group/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,789: +PUB [/move_group/display_grasp_markers] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,794: +PUB [/pickup/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,795: +PUB [/pickup/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,796: +PUB [/pickup/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,807: +SUB [/pickup/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,813: +SUB [/pickup/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,817: +PUB [/place/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,818: +PUB [/place/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,819: +PUB [/place/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,829: +SUB [/place/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,835: +SUB [/place/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,837: +SERVICE [/plan_kinematic_path] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,838: +SERVICE [/query_planner_interface] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,840: +SERVICE [/get_planner_params] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,841: +SERVICE [/set_planner_params] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:00,842: +SERVICE [/check_state_validity] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,251: -SUB [/move_group/fake_controller_joint_states] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:57:04,251: -PUB [/joint_states] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:57:04,252: -PUB [/rosout] /joint_state_publisher http://xw6600:54096/
[rosmaster.master][INFO] 2017-04-16 12:57:04,252: -SERVICE [/joint_state_publisher/get_loggers] /joint_state_publisher rosrpc://xw6600:40205
[rosmaster.master][INFO] 2017-04-16 12:57:04,252: -SERVICE [/joint_state_publisher/set_logger_level] /joint_state_publisher rosrpc://xw6600:40205
[rosmaster.master][INFO] 2017-04-16 12:57:04,303: publisherUpdate[/joint_states] -> http://xw6600:45202/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,304: publisherUpdate[/joint_states] -> http://xw6600:32793/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,305: publisherUpdate[/joint_states] -> http://xw6600:45202/ []: sec=0.00, result=[0, 'Unknown Error', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:04,306: publisherUpdate[/joint_states] -> http://xw6600:32793/ []: sec=0.00, result=[0, 'Unknown Error', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:04,306: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:32793/', 'http://xw6600:37882/']
[rosmaster.master][INFO] 2017-04-16 12:57:04,308: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:45202/', 'http://xw6600:32793/', 'http://xw6600:37882/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:04,406: -PUB [/rosout] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:57:04,407: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:32793/', 'http://xw6600:37882/']
[rosmaster.master][INFO] 2017-04-16 12:57:04,408: -PUB [/rosout] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,409: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:32793/', 'http://xw6600:37882/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:04,410: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:37882/']
[rosmaster.master][INFO] 2017-04-16 12:57:04,411: -PUB [/tf] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:57:04,411: publisherUpdate[/rosout] -> http://xw6600:41044/ ['http://xw6600:37882/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2017-04-16 12:57:04,412: -PUB [/move_group/planning_scene_monitor/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,413: publisherUpdate[/tf] -> http://xw6600:32793/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,414: -PUB [/tf_static] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:57:04,416: publisherUpdate[/tf] -> http://xw6600:32793/ []: sec=0.00, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.master][INFO] 2017-04-16 12:57:04,416: -PUB [/move_group/planning_scene_monitor/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.threadpool][ERROR] 2017-04-16 12:57:04,419: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1233, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1591, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1273, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1306, in single_request
    return self.parse_response(response)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1482, in parse_response
    return u.close()
  File "/usr/lib/python2.7/xmlrpclib.py", line 794, in close
    raise Fault(**self._stack[0])
Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[rosmaster.master][INFO] 2017-04-16 12:57:04,420: publisherUpdate[/tf] -> http://xw6600:37882/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,421: -SUB [/joint_states] /robot_state_publisher http://xw6600:45202/
[rosmaster.master][INFO] 2017-04-16 12:57:04,422: -PUB [/move_group/monitored_planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,423: publisherUpdate[/tf] -> http://xw6600:37882/ []: sec=0.00, exception=[Errno 111] Connection refused
[rosmaster.master][INFO] 2017-04-16 12:57:04,424: -PUB [/move_group/ompl/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,426: -SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher rosrpc://xw6600:43549
[rosmaster.master][INFO] 2017-04-16 12:57:04,427: -PUB [/move_group/ompl/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.threadpool][ERROR] 2017-04-16 12:57:04,428: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1233, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1591, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1273, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1301, in single_request
    self.send_content(h, request_body)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1448, in send_content
    connection.endheaders(request_body)
  File "/usr/lib/python2.7/httplib.py", line 1035, in endheaders
    self._send_output(message_body)
  File "/usr/lib/python2.7/httplib.py", line 879, in _send_output
    self.send(msg)
  File "/usr/lib/python2.7/httplib.py", line 841, in send
    self.connect()
  File "/usr/lib/python2.7/httplib.py", line 822, in connect
    self.timeout, self.source_address)
  File "/usr/lib/python2.7/socket.py", line 571, in create_connection
    raise err
error: [Errno 111] Connection refused

[rosmaster.master][INFO] 2017-04-16 12:57:04,428: publisherUpdate[/tf_static] -> http://xw6600:32793/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,429: publisherUpdate[/tf_static] -> http://xw6600:32793/ []: sec=0.00, exception=<Fault -1: 'publisherUpdate: unknown method name'>
[rosmaster.master][INFO] 2017-04-16 12:57:04,430: -SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher rosrpc://xw6600:43549
[rosmaster.threadpool][ERROR] 2017-04-16 12:57:04,431: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1233, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1591, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1273, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1306, in single_request
    return self.parse_response(response)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1482, in parse_response
    return u.close()
  File "/usr/lib/python2.7/xmlrpclib.py", line 794, in close
    raise Fault(**self._stack[0])
Fault: <Fault -1: 'publisherUpdate: unknown method name'>

[rosmaster.master][INFO] 2017-04-16 12:57:04,431: -PUB [/move_group/display_planned_path] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,432: publisherUpdate[/tf_static] -> http://xw6600:37882/ []
[rosmaster.master][INFO] 2017-04-16 12:57:04,433: -PUB [/move_group/display_contacts] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,434: publisherUpdate[/tf_static] -> http://xw6600:37882/ []: sec=0.00, exception=[Errno 111] Connection refused
[rosmaster.master][INFO] 2017-04-16 12:57:04,435: -PUB [/move_group/fake_controller_joint_states] /move_group http://xw6600:32793/
[rosmaster.threadpool][ERROR] 2017-04-16 12:57:04,435: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/threadpool.py", line 218, in run
    result = cmd(*args)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 210, in publisher_update_task
    ret = xmlrpcapi(api).publisherUpdate('/master', topic, pub_uris)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1233, in __call__
    return self.__send(self.__name, args)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1591, in __request
    verbose=self.__verbose
  File "/usr/lib/python2.7/xmlrpclib.py", line 1273, in request
    return self.single_request(host, handler, request_body, verbose)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1301, in single_request
    self.send_content(h, request_body)
  File "/usr/lib/python2.7/xmlrpclib.py", line 1448, in send_content
    connection.endheaders(request_body)
  File "/usr/lib/python2.7/httplib.py", line 1035, in endheaders
    self._send_output(message_body)
  File "/usr/lib/python2.7/httplib.py", line 879, in _send_output
    self.send(msg)
  File "/usr/lib/python2.7/httplib.py", line 841, in send
    self.connect()
  File "/usr/lib/python2.7/httplib.py", line 822, in connect
    self.timeout, self.source_address)
  File "/usr/lib/python2.7/socket.py", line 571, in create_connection
    raise err
error: [Errno 111] Connection refused

[rosmaster.master][INFO] 2017-04-16 12:57:04,436: -PUB [/move_group/trajectory_execution/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,437: -PUB [/move_group/trajectory_execution/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,438: -PUB [/move_group/plan_execution/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,439: -PUB [/move_group/plan_execution/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,440: -PUB [/move_group/sense_for_plan/parameter_descriptions] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,441: -PUB [/move_group/sense_for_plan/parameter_updates] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,443: -PUB [/move_group/display_cost_sources] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,444: -PUB [/move_group/motion_plan_request] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,445: -PUB [/execute_trajectory/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,446: -PUB [/execute_trajectory/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,447: -PUB [/execute_trajectory/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,448: -PUB [/move_group/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,449: -PUB [/move_group/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,450: -PUB [/move_group/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,451: -PUB [/move_group/display_grasp_markers] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,453: -PUB [/pickup/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,454: -PUB [/pickup/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,455: -PUB [/pickup/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,456: -PUB [/place/result] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,457: -PUB [/place/feedback] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,458: -PUB [/place/status] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,459: -SUB [/tf] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,461: -SUB [/tf_static] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,462: -SUB [/planning_scene] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,463: -SUB [/collision_object] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,464: -SUB [/planning_scene_world] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,465: -SUB [/joint_states] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,466: -SUB [/attached_collision_object] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,467: -SUB [/trajectory_execution_event] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,468: -SUB [/execute_trajectory/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,469: -SUB [/execute_trajectory/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,470: -SUB [/move_group/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,471: -SUB [/move_group/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,472: -SUB [/pickup/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,473: -SUB [/pickup/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,474: -SUB [/place/goal] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,475: -SUB [/place/cancel] /move_group http://xw6600:32793/
[rosmaster.master][INFO] 2017-04-16 12:57:04,477: -SERVICE [/move_group/get_loggers] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,478: -SERVICE [/move_group/set_logger_level] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,479: -SERVICE [/move_group/planning_scene_monitor/set_parameters] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,480: -SERVICE [/move_group/save_map] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,481: -SERVICE [/move_group/load_map] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,482: -SERVICE [/move_group/ompl/set_parameters] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,483: -SERVICE [/move_group/trajectory_execution/set_parameters] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,488: -SERVICE [/move_group/plan_execution/set_parameters] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,489: -SERVICE [/move_group/sense_for_plan/set_parameters] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,490: -SERVICE [/apply_planning_scene] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,492: -SERVICE [/clear_octomap] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,493: -SERVICE [/compute_cartesian_path] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,494: -SERVICE [/execute_kinematic_path] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,495: -SERVICE [/get_planning_scene] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,496: -SERVICE [/compute_fk] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,497: -SERVICE [/compute_ik] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,498: -SERVICE [/plan_kinematic_path] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,499: -SERVICE [/query_planner_interface] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,500: -SERVICE [/get_planner_params] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,501: -SERVICE [/set_planner_params] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:04,502: -SERVICE [/check_state_validity] /move_group rosrpc://xw6600:42908
[rosmaster.master][INFO] 2017-04-16 12:57:05,013: -PUB [/rosout_agg] /rosout http://xw6600:41044/
[rosmaster.master][INFO] 2017-04-16 12:57:05,015: -SUB [/rosout] /rosout http://xw6600:41044/
[rosmaster.master][INFO] 2017-04-16 12:57:05,016: -SERVICE [/rosout/get_loggers] /rosout rosrpc://xw6600:36551
[rosmaster.master][INFO] 2017-04-16 12:57:05,017: -SERVICE [/rosout/set_logger_level] /rosout rosrpc://xw6600:36551
[rosmaster.main][INFO] 2017-04-16 12:57:05,048: keyboard interrupt, will exit
[rosmaster.main][INFO] 2017-04-16 12:57:05,048: stopping master...
[rospy.core][INFO] 2017-04-16 12:57:05,049: signal_shutdown [atexit]
